TITRE,DESCRIPTION,PRIX,CODE_DEVISE,QUANTITÉ,TAGS,MATÉRIAUX,"IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","IMAGE 7","IMAGE 8","IMAGE 9","IMAGE 10","TYPE VARIATION 1","NOM VARIATION 1","VALEURS VARIATION 1","TYPE VARIATION 2","NOM VARIATION 2","VALEURS VARIATION 2",RÉFÉRENCE
"Replacement Cover - Ecco The Dolphin - SEGA Megadrive Classic Reproduction Game Cover","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"segacover,megadrivecover,paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",paper,https://i.etsystatic.com/37233584/r/il/0f8ac3/4392262150/il_fullxfull.4392262150_jzru.jpg,https://i.etsystatic.com/37233584/r/il/e97665/4755703420/il_fullxfull.4755703420_j27j.jpg,,,,,,,,,,,,,,,
"Replacement Cover - Sonic 2 (US Version) - SEGA Genesis Classic Reproduction Game Cover - High Quality Print","Sonic the Hedgehog 2 is a 1992 platform game developed by Sega Technical Institute (STI) for the Sega Genesis/Megadrive.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"boite_repro_megadrive,megadrive_reproduction_box,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,restored_original_visual,Sega_Replacement_Game_Covers,sega_covers,High_Quality_Print,classic_game_cover,sega_megadrive_covers,print_cover,megadrive_cover,Sonic_2_Sega_Cover",,https://i.etsystatic.com/37233584/r/il/987790/5881341441/il_fullxfull.5881341441_iwps.jpg,https://i.etsystatic.com/37233584/r/il/aee36c/6796578861/il_fullxfull.6796578861_6q1n.jpg,,,,,,,,,,,,,,,GN-SNC-2
"Replacement Cover - Judge Dredd (US Version) - Sega Genesis Classic Reproduction Game Cover - High Quality Print","Judge Dredd (ジャッジ・ドレッド) is a 1995 video game by Probe Software and Acclaim based on the 1995 Judge Dredd film, which itself is based on the post-apocalyptic British comic book series of the same name. The game was released for the SNES, Sega Mega Drive, and Sega Game Gear. A PC version was released a year later which received a re-release on Steam. Unlike the movie it was based on, the video game received mostly positive reviews. The Game Gear version features much more linear levels and ends after the final fight with Rico, unlike the Mega Drive version.

Interestingly, the game continues after solving the film's synopsis with a new story arc consisting of Dark Judged.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,Judge_Dredd_Sega_Cover,paper,https://i.etsystatic.com/37233584/r/il/2d2d99/5595606768/il_fullxfull.5595606768_tqr4.jpg,https://i.etsystatic.com/37233584/r/il/551e83/5321644932/il_fullxfull.5321644932_pcwj.jpg,,,,,,,,,,,,,,,GN-Judge-Dredd
"Replacement Cover - Streets Of Rage (US Version) - SEGA Genesis Classic Replacement Game Cover","Streets of Rage is a series of side-scrolling beat 'em up video games, centering on the efforts of several ex-police vigilantes trying to rid a fictional, large American city from a crime syndicate that has corrupted its local government. The first three games in the franchise were developed and published by Sega for the Sega Genesis/Megadrive in the early 1990s and have since been ported and re-released on various platforms.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.
",7.49,EUR,4,"SEGAcover,Replacementgamecover,GenesisCover,Streetofrage,boite_repro_megadrive,megadrive_reproduction_box,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,restored_original_visual,Sega_Replacement_Game_Covers,sega_covers,High_Quality_Print,classic_game_cover",Paper,https://i.etsystatic.com/37233584/r/il/884630/4592667215/il_fullxfull.4592667215_pbub.jpg,https://i.etsystatic.com/37233584/r/il/4b722f/4803962355/il_fullxfull.4803962355_e6l2.jpg,,,,,,,,,,,,,,,GN-SOR
"Replacement Cover - Kuon (PAL Multi Version) - Sony PlayStation 2 Classic Reproduction Game Cover - High Quality Print 600 DPI","Kuon is a 2004 survival horror video game developed by FromSoftware for the PlayStation 2. Published by FromSoftware in Japan, it was released in North America by Agetec, and in Europe by Nobilis and Indie Games Productions in 2006. The narrative takes place in Japan's Heian period, and follows the actions of three protagonists during an outbreak of monsters at Fujiwara Manor in Kyoto; Utsuki, daughter of the onmyōji Ashiya Doman, Doman's apprentice Sakuya, and the veteran onmyōji Abe no Seimei. Gameplay has the different characters exploring the grounds and buildings of Fujiwara Manor, solving puzzles and fighting off hostile monsters.

The game was conceived by its producer Atsushi Taniguchi. His aim was to create a dark narrative based around Japanese kaidan ghost stories, with a focus on female protagonists. The gameplay was designed as an evolution of the company's earlier title Lost Kingdoms. The artwork was handled by Nozomu Iwai, with promotional artwork designed by Kyosuke Chinai. Reception was mixed, with praise going to its atmosphere while many journalists faulted its controls and gameplay.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 600ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case

The items we sell are not official Sony products or its affiliates.",7.49,EUR,5,"Kuon_PS2_Cover,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,restored_original_visual,classic_game_cover,print_cover,Sony_Playstation_2_Print_Cover,restorated_original_visual,600_print_DPI,boite_repro_PS2,paper,Sony_Replacement_Game_Covers",paper,https://i.etsystatic.com/37233584/r/il/35ed19/5273569910/il_fullxfull.5273569910_5iws.jpg,https://i.etsystatic.com/37233584/r/il/be0d69/5275734814/il_fullxfull.5275734814_7gnk.jpg,https://i.etsystatic.com/37233584/r/il/b22602/5323921903/il_fullxfull.5323921903_aqr2.jpg,https://i.etsystatic.com/37233584/r/il/de4102/5323922039/il_fullxfull.5323922039_p0wb.jpg,https://i.etsystatic.com/37233584/r/il/8dd329/6791636239/il_fullxfull.6791636239_9l00.jpg,,,,,,,,,,,,PS2-Kuon
"Replacement Cover - Fatal Fury 2 (Jap Version) - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","Fatal Fury 2, known as Garou Densetsu 2: Aratanaru Tatakai (餓狼伝説２ 新たなる闘い) in Japan, is the sequel to Fatal Fury. It was originally released by SNK for the Neo Geo in 1992, then it was brought to the Sega Mega Drive by Takara in 1994.

Fatal Fury 2 is one of the few Mega Drive games to be released in Australia but not Europe. Although an unreleased European version of the game exists, its origins are unclear. Three documented copies are known to date.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case

The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive,Fatal_Fury_2_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/ab5d52/6914029905/il_fullxfull.6914029905_4dyc.jpg,https://i.etsystatic.com/37233584/r/il/8e1a61/5867311849/il_fullxfull.5867311849_d26h.jpg,,,,,,,,,,,,,,,MD-Fatal-Fury-2-JP
"Replacement Cover - Sonic The Hedgehog 2 (Japanese Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Sonic the Hedgehog 2 is a 1992 platform game developed by Sega Technical Institute (STI) for the Sega Genesis. Players control Sonic as he attempts to stop Doctor Robotnik from stealing the Chaos Emeralds to power his space station. Like the first Sonic the Hedgehog (1991), players traverse side-scrolling levels at high speeds while collecting rings, defeating enemies, and fighting bosses. Sonic 2 introduces Sonic's sidekick Miles ""Tails"" Prower and features faster gameplay, larger levels, a multiplayer mode, and special stages featuring pre-rendered 3D graphics.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,Sonic_2_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/879e87/5904527537/il_fullxfull.5904527537_r13u.jpg,https://i.etsystatic.com/37233584/r/il/dad7e4/5268346245/il_fullxfull.5268346245_2zj5.jpg,,,,,,,,,,,,,,,MD-Jap-Sonic-2
"Replacement Cover - Sonic The Hedgehog (Japanese Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Sonic the Hedgehog is a platform game developed by Sonic Team and published by Sega in 1991 for the Genesis/Mega Drive. It was released in North America on June 23 and in PAL regions and Japan the following month. Players control Sonic the Hedgehog, who can run at near supersonic speeds; Sonic sets out on a quest to defeat Dr. Robotnik, a scientist who has imprisoned animals in robots and seeks the powerful Chaos Emeralds. The gameplay involves collecting rings as a form of health, and a simple control scheme, with jumping and attacking controlled by a single button.

Development began in 1990 when Sega ordered its developers to create a game featuring a mascot for the company. The developers chose a blue hedgehog designed by Naoto Oshima after he won an internal character design contest, and named themselves Sonic Team to match their character. It uses a novel technique that allows Sonic's sprite to roll along curved scenery which was based on a concept by Oshima from 1989. Sonic the Hedgehog, designed for fast gameplay, was influenced by games by Super Mario series creator Shigeru Miyamoto. The music was composed by Masato Nakamura, bassist of the J-pop band Dreams Come True.

Sonic the Hedgehog was very well received by critics, who praised its visuals, audio, and gameplay. It is widely considered one of the greatest video games of all time and became one of the best-selling video games of all time with approximately 24 million copies sold worldwide. It established the Genesis as a key player in the 16-bit era and allowed it to compete with the Super Nintendo Entertainment System. It has been ported to multiple systems and inspired several clones, a successful franchise, and adaptations into other media. It was followed by Sonic the Hedgehog 2 in 1992.

『ソニック・ザ・ヘッジホッグ』 (SONIC THE HEDGEHOG) は、セガ・エンタープライゼス（現・株式会社セガ）が1991年7月26日に発売したメガドライブ用アクションゲーム[4]。ソニックシリーズ第1作。略称はソニック1。

100万本以上の売り上げが見込めるソフトとして開発され、本体同梱版 (北米版) を含め、全世界で1500万本以上を売り上げた。なお、アメリカのジェネシス（日本国外版メガドライブ）では同年6月23日、日本より先に発売された[5]。国外版の内容は概ね日本版と同じだが、演出やボーナスなどに微妙な差異がある。

また、日本国外では同名タイトルだが内容の異なるSEGA MASTER SYSTEM版（日本ではゲームギア用ソフトとして）が開発・リリースされている。本項では同版についても「#8ビット版」の節で併せて解説する。

BGMはDREAMS COME TRUEの中村正人により作曲され、一部の曲がNEW UFOキャッチャーでも使用されている[6]（後節も参照）。

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case

The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"Sonic_1_Jap_Megadrive_Cover,sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",paper,https://i.etsystatic.com/37233584/r/il/525789/5268345427/il_fullxfull.5268345427_t8p7.jpg,https://i.etsystatic.com/37233584/r/il/dad7e4/5268346245/il_fullxfull.5268346245_2zj5.jpg,,,,,,,,,,,,,,,MD-Jap-Sonic-1
"Replacement Cover - Battle Mania 2/Battle Mania Daiginjo (Jap Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Battle Mania Daiginjō (Japanese: バトルマニア 大だい吟ぎん醸じょう, Hepburn: Batoru Mania Daiginjō), also known as Battle Mania 2, is a horizontal side-scrolling shoot'em-up released by Vic Tokai for the Mega Drive in 1993. It serves as a sequel to the original Battle Mania, which was released in North America under the title Trouble Shooter. Unlike the original Battle Mania, Daginjō was released exclusively in Japan. 

Battle Mania Daiginjō had a limited print run of this title and it is very difficult to find in complete condition with box and instructions; consequently, it is one of the most expensive Sega Mega Drive games today.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Battle_Mania_2_Megadrive_Cover,sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",paper,https://i.etsystatic.com/37233584/r/il/c88491/5076522396/il_fullxfull.5076522396_o96y.jpg,https://i.etsystatic.com/37233584/r/il/5287c8/5076523792/il_fullxfull.5076523792_fh4q.jpg,,,,,,,,,,,,,,,MD-Battle-Mania-2
"Replacement Cover - Ristar (Jap Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,Ristar_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/56b356/5829937828/il_fullxfull.5829937828_h84h.jpg,https://i.etsystatic.com/37233584/r/il/f56c36/5109557311/il_fullxfull.5109557311_6u3r.jpg,,,,,,,,,,,,,,,MD-Ristar-JP
"Replacement Cover - Bare Knuckle II - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","Streets of Rage 2, known as Bare Knuckle II In Japan,[c] is a side-scrolling beat 'em up video game published by Sega in 1992 for the Mega Drive/Genesis. A sequel to Streets of Rage (1991), the characters Axel Stone and Blaze Fielding return while the game also introduces two new characters: Max ""Thunder"" Hatchet, and Eddie ""Skate"" Hunter, the younger brother of Adam Hunter from the first game.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"boite_repro_megadrive,megadrive_reproduction_box,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,restored_original_visual,Sega_Replacement_Game_Covers,sega_covers,High_Quality_Print,classic_game_cover,sega_megadrive_covers,print_cover,megadrive_cover,Bare_Knuckle_II_Sega_Cover",,https://i.etsystatic.com/37233584/r/il/a64e4b/5892188130/il_fullxfull.5892188130_ehch.jpg,https://i.etsystatic.com/37233584/r/il/bbc978/4755715126/il_fullxfull.4755715126_2ifs.jpg,,,,,,,,,,,,,,,MD-BK2
"Replacement Cover - Arrow Flash (Jap Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Arrow Flash (アローフラッシュ) is a shoot-'em-up game created by Sega as a Sega Mega Drive exclusive title in 1990, with Renovation Products publishing it in the US. I.T.L was contracted to do the development of the game for Sega. The game has been re-released numerous times through various compilations. It was one of the first in its genre for the Sega Mega Drive.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300 ppi and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,Arrow_Flash_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/7118b2/5533268976/il_fullxfull.5533268976_9d1e.jpg,https://i.etsystatic.com/37233584/r/il/9c82b6/5530250504/il_fullxfull.5530250504_3j5c.jpg,,,,,,,,,,,,,,,MD-Arrow-Flash-JP
"Replacement Cover - Mc Donald's Treasure Land Adventure (Jap Version) - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","McDonald's Treasure Land Adventure is a 1993 platform game developed by Treasure and published by Sega for the Sega Genesis/Megadrive. Based on the McDonald's fast food restaurant chain, specifically its McDonaldland marketing campaign, players control Ronald McDonald in his efforts to retrieve the missing pieces of a map that lead to the location of a buried treasure from a group of villains. Ronald can defeat enemies by using a magic attack and can latch onto hooks with his scarf to reach higher platforms.

Treasure Land Adventure was developed by Treasure in conjunction with the run and gun video game Gunstar Heroes (1993). Sega commissioned Treasure to design a McDonald's game after the company was ineligible to receive a publishing contract to develop games for the Genesis. Treasure president and project programmer Masato Maegawa mandated that the game had to be faithful and respectful to the McDonald's licensing and characters during production.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,4,"Mc_Donald's_Treasure_Cover,Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive",paper,https://i.etsystatic.com/37233584/r/il/a7a9ed/5510993703/il_fullxfull.5510993703_btbu.jpg,https://i.etsystatic.com/37233584/r/il/8e1a61/5867311849/il_fullxfull.5867311849_d26h.jpg,,,,,,,,,,,,,,,"MD-Mc Donalds Treasure Land-JP"
"Replacement Cover - Alien Soldier (Japanese Version) - Sega Megadrive Classic Reproduction Game Cover - High Quality Print","Alien Soldier (エイリアンソルジャー) is a Mega Drive game developed by Treasure and published by Sega in 1995. It was one of the few Mega Drive games to be released in Japan and Europe, but not North America (however it was made available briefly through the Sega Channel service), and is now considered an extremely rare collectors item. It has since been re-released for the Wii's Virtual Console service, as well as being released as part of the Sega Ages Treasure Box disc for the PlayStation 2.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,Alien_Soldier_Sega_Cover,paper,https://i.etsystatic.com/37233584/r/il/8934ef/5462485688/il_fullxfull.5462485688_tc01.jpg,https://i.etsystatic.com/37233584/r/il/bb1533/5347891843/il_fullxfull.5347891843_8bkf.jpg,,,,,,,,,,,,,,,MD-Alien-Soldier-JP
"Replacement Cover - Contra Hard Corps (Japanese Version) - sega Megadrive Classic Reproduction Game Cover - High Quality Print","Contra: Hard Corps, known in Japan as Contra: The Hard Corps (魂斗羅 ザ・ハードコア) and in Europe and Australia as Probotector, is a side-scrolling run-and-gun game for the Sega Mega Drive by Konami.

It is one of the only two Contra installments on any Sega console, the other being Contra: Legacy of War. The game is considered one of the hardest games in the Contra franchise in the West, as the hit point system from the Japanese version was removed.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Contra_Hard_Corps_Sega_Cover,sega_megadrive_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover",paper,https://i.etsystatic.com/37233584/r/il/1091cd/5219479616/il_fullxfull.5219479616_6hf0.jpg,https://i.etsystatic.com/37233584/r/il/da7ef7/5219480110/il_fullxfull.5219480110_ar1f.jpg,,,,,,,,,,,,,,,MD-JP-Contra-Hard-Corps
"Replacement Cover - Gunstar Heroes (Japanese Version) - SEGA Megadrive Classic Reproduction Game Cover - High Quality Print","Gunstar Heroes is a run and gun video game developed by Treasure and published by Sega. It was Treasure's debut game, originally released for the Sega Genesis in 1993. The game's premise is centered around a pair of characters, the Gunstars, in their efforts to stop an evil empire from recovering four powerful gems. The characters can fire guns and perform a series of acrobatic maneuvers to fight enemies across each stage. There are four weapons in the game which can be combined with one another to create different shot types.

Development on Gunstar Heroes began among a team of staff working at Konami in 1991. Following an unwillingness of Konami to embrace their original game ideas, the team quit in 1992 and formed Treasure to see their project through. The team wanted to develop their game for the Genesis because of the system's powerful Motorola 68000 microprocessor. Sega initially rejected their proposal, but later granted approval after they had been working for Sega for several months on McDonald's Treasure Land Adventure (1993). Treasure worked on both games in parallel, and released Gunstar Heroes worldwide as their first game in 1993.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"boite_repro_megadrive,megadrive_reproduction_box,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,restored_original_visual,Sega_Replacement_Game_Covers,sega_covers,High_Quality_Print,classic_game_cover,sega_megadrive_covers,print_cover,megadrive_cover,Gunstar_Heroes_Sega_Cover",,https://i.etsystatic.com/37233584/r/il/aaf81f/6690004568/il_fullxfull.6690004568_g9np.jpg,https://i.etsystatic.com/37233584/r/il/bbc978/4755715126/il_fullxfull.4755715126_2ifs.jpg,,,,,,,,,,,,,,,MD-GH-JP
"Replacement Cover - Bare Knuckle III (PAL Version) - SEGA Megadrive Replacement Classic Reproduction Game Cover - High Quality Print","Streets of Rage 3 is a side-scrolling beat 'em up developed and published by Sega in 1994 for the Sega Genesis/Megadrive. It is the third installment of the Streets of Rage series and the last game in the original trilogy. The game includes several changes over Streets of Rage and Streets of Rage 2, such as a more complex plot, inclusion of character dialog, longer levels, more in-depth scenarios and faster gameplay.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
Covers Are Folded Ready To Put Into Your Case
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"segacover,paper,sega_megadrive_covers,sega_covers,Sega_Replacement_Game_Covers,High_Quality_Print,Sends_Fast_Worldwide,Sent_Sturdy_Cardboard_Envelope,boite_repro_megadrive,megadrive_reproduction_box,restored_original_visual,classic_game_cover,Bare_Knuckle_III_Sega_Cover",paper,https://i.etsystatic.com/37233584/r/il/9233e0/5940280781/il_fullxfull.5940280781_hi70.jpg,https://i.etsystatic.com/37233584/r/il/8573bd/5554792181/il_fullxfull.5554792181_kjtf.jpg,,,,,,,,,,,,,,,MD-BKIII
"Replacement Cover - Bare Knuckle (Jap Version) - Sega Megadrive Classic Game Cover - High Quality Printooi","Streets of Rage is a series of side-scrolling beat 'em up video games, centering on the efforts of several ex-police vigilantes trying to rid a fictional, large American city from a crime syndicate that has corrupted its local government. The first three games in the franchise were developed and published by Sega for the Sega Genesis/Megadrive in the early 1990s and have since been ported and re-released on various platforms. A fourth entry was released in 2020.

★ DESCRIPTION
This replacement cover is restored and reproduced (on professional software, such as Adobe Indesign and Photoshop) for your Consoles

★ DIMENSION
(original jacket dimension)

★ IMPRESSION
Printed in high definition in 300ppp and on a professional digital printer.

★ MATTER
Printed on 120g/m2 semi-gloss paper.

★ SEND
Covers are sent in a sturdy cardboard envelope
The items we sell are not official Sega products or its affiliates.",7.49,EUR,5,"Street_Of_Rage_Cover,Sega_Replacement_Game_Covers,Sent_Sturdy_Cardboard_Envelope,Sends_Fast_Worldwide,sega_covers,High_Quality_Print,restored_original_visual,classic_game_cover,megadrive_reproduction_box,sega_megadrive_covers,boite_repro_megadrive",paper,https://i.etsystatic.com/37233584/r/il/e1974c/5935051213/il_fullxfull.5935051213_bc3l.jpg,https://i.etsystatic.com/37233584/r/il/95c99a/4956824631/il_fullxfull.4956824631_657x.jpg,,,,,,,,,,,,,,,MD-Streets-Of-Rage-1-JAP
